流水號,序號,期別,補筆路,
6259,25434,156A,2,
6260,25788,156B,1,
6261,23988,156B,1,
6262,25508,156B,1,
6263,25767,156B,1,
6264,25755,156B,1,
6265,25690,156B,2,
6266,25015,156B,2,
6267,25736,156B,2,
6269,25802,156B,2,
6270,25805,156B,2,
6271,25760,156B,2,
6272,25695,156B,2,
6273,25800,156B,2,
6274,25796,156B,2,
6275,25766,156B,2,
6277,25412,156B,1,
6278,25714,156B,1,
6280,25742,156B,1,
6281,25701,156B,2,
6282,25437,156B,2,
6283,25675,156B,2,
6284,25811,157A,1,
6285,25815,157A,1,
6286,25812,157A,1,
6287,25412,157A,1,
6288,25784,157A,2,
6289,25742,157A,2,
6290,25755,157A,2,
6291,25828,157A,2,
6292,25822,157A,2,
6293,25776,157A,2,
6294,24486,157A,2,
6295,25752,157A,2,
6296,25724,157A,2,
6297,25476,157A,2,
6298,25282,157A,2,
6299,25788,157A,2,
6300,25830,157A,1,
6301,25087,157A,2,
6302,25832,157A,2,
6303,25401,157B,1,
6304,25860,157B,1,
6305,25603,157B,2,
6306,25880,157B,2,
6307,25909,157B,2,
6308,25853,157B,2,
6309,25838,157B,2,
6310,25874,157B,2,
6311,25869,157B,2,
6312,25901,157B,2,
6313,24711,157B,2,
6314,25889,157B,2,
6315,25907,157B,2,
6316,25861,157B,2,
6317,25875,157B,2,
6318,25891,157B,2,
6319,25862,157B,2,
6320,25898,157B,1,
6321,25873,157B,2,
6322,25830,157B,2,
6324,25856,158A,1,
6325,25872,158A,1,
6326,25784,158A,2,
6327,25947,158A,2,
6328,25971,158A,2,
6329,24711,158A,2,
6330,25932,158A,2,
6331,25930,158A,2,
6332,25928,158A,2,
6333,25939,158A,2,
6334,25933,158A,2,
6335,25914,158A,2,
6336,25810,158A,1,
6337,25952,158A,1,
6338,25966,158A,2,
6339,26025,158B,1,
6340,25998,158B,1,
6341,26036,158B,1,
6342,26045,158B,1,
6343,25983,158B,1,
6344,26022,158B,1,
6345,25985,158B,1,
6346,25898,158B,2,
6347,26010,158B,2,
6348,26005,158B,2,
6349,26032,158B,2,
6350,26030,158B,2,
6351,26014,158B,2,
6352,25971,158B,2,
6353,25862,158B,2,
6354,26029,158B,2,
6355,25856,158B,2,
6356,26009,158B,2,
6357,26015,158B,2,
6358,26002,158B,2,
6359,26046,158B,2,
6360,26017,158B,2,
6361,25955,158B,2,
6362,25810,158B,1,
6364,26043,158B,1,
6365,25952,158B,2,
6366,24594,158B,1,
6367,25899,159A,1,
6368,26055,159A,1,
6369,26026,159A,1,
6370,26057,159A,1,
6371,26036,159A,1,
6372,26060,159A,1,
6373,25922,159A,2,
6374,26079,159A,2,
6375,26058,159A,2,
6376,25983,159A,2,
6377,25985,159A,2,
6378,26014,159A,2,
6379,25804,159A,2,
6380,25898,159A,2,
6381,26059,159A,2,
6382,26072,159A,2,
6383,26073,159A,2,
6384,25887,159A,1,
6385,26084,159A,1,
6386,25952,159A,2,
6387,26139,159B,1,
6388,24709,159B,1,
6389,25979,159B,1,
6390,26060,159B,1,
6391,26132,159B,1,
6392,26077,159B,1,
6393,26090,159B,2,
6394,25985,159B,2,
6395,26129,159B,2,
6396,22136,159B,2,
6397,26036,159B,2,
6398,25157,159B,2,
6399,26072,159B,2,
6400,26079,159B,2,
6402,26137,160A,1,
6403,26188,160A,1,
6404,26150,160A,1,
6405,26161,160A,1,
6406,26160,160A,1,
6407,26159,160A,1,
6408,26100,160A,1,
6409,26026,160A,1,
6410,26224,160A,1,
6411,26060,160A,1,
6412,26231,160A,1,
6413,26196,160A,1,
6414,26182,160A,1,
6415,26189,160A,1,
6416,26213,160A,1,
6417,26199,160A,1,
6418,8095,160A,2,
6419,25843,160A,2,
6420,25480,160A,2,
6421,26195,160A,2,
6422,26187,160A,2,
6423,26146,160A,2,
6424,26217,160A,2,
6425,20012,160A,2,
6426,26139,160A,2,
6427,26165,160A,2,
6428,26169,160A,2,
6429,26153,160A,2,
6430,26077,160A,2,
6431,26170,160A,2,
6432,26234,160A,2,
6433,26142,160A,2,
6434,26178,160A,2,
6435,26088,160A,2,
6436,26227,160A,2,
6437,26164,160A,2,
6438,26280,160B,1,
6439,26255,160B,1,
6440,26288,160B,1,
6441,26249,160B,1,
6442,26286,160B,1,
6443,25111,160B,1,
6444,23577,160B,1,
6445,25481,160B,1,
6446,25132,160B,1,
6447,26316,160B,1,
6448,26195,160B,2,
6449,26267,160B,2,
6450,26257,160B,2,
6451,26250,160B,2,
6452,26291,160B,2,
6453,26228,160B,2,
6454,26264,160B,2,
6455,26290,160B,2,
6456,26077,160B,2,
6457,25396,160B,2,
6458,26100,160B,2,
6459,26231,160B,2,
6460,25480,160B,2,
6461,26313,160B,2,
6462,26244,160B,2,
6463,26302,160B,2,
6464,26311,160B,2,
6465,26263,160B,2,
6466,26154,160B,2,
6467,26419,161A,1,
6468,26409,161A,1,
6470,26339,161A,1,
6471,26462,161A,1,
6473,25934,161A,1,
6474,25402,161A,1,
6475,26348,161A,1,
6476,26445,161A,1,
6477,26338,161A,1,
6478,26396,161A,1,
6479,26408,161A,1,
6480,26384,161A,1,
6481,26323,161A,2,
6482,26379,161A,2,
6483,26351,161A,2,
6484,26363,161A,2,
6485,26392,161A,2,
6486,26250,161A,2,
6487,26342,161A,2,
6488,26352,161A,2,
6489,26438,161A,2,
6490,26399,161A,2,
6491,26420,161A,2,
6492,26355,161A,2,
6493,26394,161A,2,
6494,26386,161A,2,
6495,26443,161A,2,
6496,26358,161A,2,
6497,26413,161A,2,
6498,26359,161A,2,
6499,26422,161A,2,
6500,26395,161A,2,
6501,26461,161A,2,
6502,26267,161A,2,
6503,26227,161A,2,
6504,26239,161A,1,
6505,26238,161A,1,
6506,26285,161A,1,
6507,26240,161A,1,
6508,26454,161B,1,
6509,26554,161B,1,
6510,26626,161B,1,
6511,26288,161B,1,
6512,26623,161B,1,
6513,26462,161B,1,
6514,26602,161B,1,
6515,26429,161B,1,
6516,26384,161B,1,
6517,26339,161B,1,
6518,26308,161B,2,
6519,26441,161B,2,
6520,26569,161B,2,
6521,26584,161B,2,
6522,26470,161B,2,
6523,26561,161B,2,
6524,26564,161B,2,
6525,26549,161B,2,
6526,26467,161B,2,
6527,26546,161B,2,
6528,26611,161B,2,
6529,26605,161B,2,
6530,26500,161B,2,
6531,26539,161B,2,
6532,26386,161B,2,
6533,26502,161B,2,
6534,26399,161B,2,
6535,26419,161B,2,
6536,26528,161B,2,
6537,26331,161B,2,
6538,26609,161B,2,
6539,26607,161B,2,
6540,26154,161B,2,
6541,26568,161B,2,
6542,26481,161B,2,
6543,26591,161B,2,
6544,26511,161B,2,
6545,26612,161B,2,
6546,26460,161B,2,
6547,26509,161B,2,
6548,26483,161B,2,
6549,26610,161B,2,
6550,26416,161B,2,
6551,26431,161B,2,
6552,26489,161B,2,
6553,26445,161B,2,
6554,26338,161B,2,
6555,26453,161B,2,
6556,26317,161B,2,
6557,26458,161B,2,
6558,26541,161B,2,
6559,26493,161B,2,
6560,26517,161B,2,
6561,26417,161B,1,
6562,26352,161B,2,
6563,25450,161B,1,
6564,26521,161B,2,
6565,26891,162A,1,
6566,26532,162A,1,
6567,26429,162A,1,
6568,26598,162A,1,
6569,26250,162A,2,
6570,26584,162A,2,
6571,26652,162A,2,
6572,26536,162A,2,
6573,26590,162A,2,
6574,26562,162A,2,
6575,26531,162A,2,
6576,26564,162A,2,
6577,26872,162A,2,
6578,26857,162A,2,
6579,26528,162A,2,
6580,26419,162A,2,
6581,26572,162A,2,
6582,26325,162A,2,
6583,26565,162A,2,
6584,26893,162A,2,
6585,26671,162A,2,
6586,26384,162A,2,
6587,26500,162A,2,
6588,26867,162A,2,
6589,26431,162A,2,
6590,26638,162A,2,
6591,26871,162A,2,
6592,26455,162A,2,
6593,26804,162A,2,
6594,26628,162A,2,
6595,26676,162A,2,
6596,26339,162A,2,
6597,26632,162A,2,
6598,26574,162A,2,
6599,26631,162A,2,
6600,26288,162A,2,
6601,26612,162A,2,
6602,26859,162A,2,
6603,26320,162A,2,
6604,26308,162A,2,
6605,26658,162A,2,
6606,26352,162A,2,
6607,24661,162A,1,
6608,26271,162A,1,
6609,26343,162A,2,
6610,26644,162A,2,
6611,26720,162B,1,
6612,26908,162B,1,
6613,25813,162B,1,
6614,26747,162B,1,
6615,26755,162B,1,
6616,26588,162B,2,
6617,26531,162B,2,
6618,26768,162B,2,
6619,26787,162B,2,
6620,26991,162B,2,
6621,26709,162B,2,
6622,26156,162B,2,
6623,26696,162B,2,
6624,26759,162B,2,
6625,26760,162B,2,
6626,26250,162B,2,
6627,26762,162B,2,
6628,26325,162B,2,
6629,26872,162B,2,
6630,26713,162B,2,
6631,26731,162B,2,
6632,26780,162B,2,
6633,26775,162B,2,
6634,26706,162B,2,
6635,26764,162B,2,
6636,26722,162B,2,
6637,26732,162B,2,
6638,26892,162B,2,
6639,26799,162B,2,
6640,26745,162B,2,
6641,26598,162B,2,
6642,26767,162B,2,
6643,26708,162B,2,
6644,26793,162B,2,
6645,26969,162B,2,
6646,26758,162B,2,
6647,26798,162B,2,
6648,26730,162B,2,
6649,26773,162B,2,
6652,26688,162B,2,
6653,26743,162B,1,
6655,25743,163A,1,
6656,26535,163A,1,
6657,27038,163A,1,
6658,26923,163A,1,
6660,27019,163A,1,
6661,26479,163A,1,
6662,26720,163A,1,
6663,26933,163A,1,
6664,26846,163A,2,
6665,26836,163A,2,
6666,26835,163A,2,
6667,26917,163A,2,
6668,27045,163A,2,
6669,27006,163A,2,
6670,26916,163A,2,
6671,26951,163A,2,
6672,26877,163A,2,
6673,26940,163A,2,
6674,26902,163A,2,
6675,26904,163A,2,
6676,26828,163A,2,
6677,26826,163A,2,
6678,26905,163A,2,
6679,26821,163A,2,
6680,26885,163A,2,
6681,26878,163A,2,
6682,26833,163A,2,
6683,26755,163A,2,
6684,27043,163A,2,
6685,27009,163A,2,
6686,26975,163A,2,
6687,27039,163A,2,
6688,26825,163A,2,
6689,26844,163A,2,
6690,27036,163A,2,
6691,26817,163A,1,
6692,26914,163A,1,
6693,26915,163A,1,
6694,26894,163A,1,
6695,26932,163A,2,
6697,26980,163A,2,
6698,27033,163A,1,
6699,26960,163A,1,
6700,27023,163A,2,
6701,26842,163A,2,
6702,26882,163A,1,
6703,26918,163A,1,
6704,27091,163B,1,
6705,27116,163B,1,
6706,27060,163B,1,
6707,27106,163B,1,
6708,27032,163B,1,
6709,27119,163B,1,
6710,27114,163B,1,
6711,24661,163B,2,
6712,25401,163B,2,
6713,26678,163B,2,
6714,27115,163B,2,
6715,26930,163B,2,
6716,27059,163B,2,
6717,27097,163B,2,
6718,26931,163B,2,
6719,27023,163B,2,
6720,26835,163B,2,
6721,27103,163B,2,
6722,26479,163B,2,
6723,27077,163B,2,
6724,27046,163B,2,
6725,27071,163B,2,
6726,27070,163B,2,
6727,27087,163B,2,
6728,27083,163B,2,
6729,27090,163B,2,
6730,26535,163B,2,
6731,26980,163B,2,
6732,26846,163B,2,
6733,27051,163B,2,
6734,27073,163B,2,
6735,27020,163B,2,
6736,27021,163B,2,
6737,27019,163B,2,
6738,26918,163B,1,
6739,26933,163B,2,
6740,27052,163B,1,
6741,25728,164A,1,
6742,25929,164A,1,
6743,26463,164A,1,
6744,26955,164A,1,
6745,27129,164A,1,
6746,27156,164A,1,
6747,26920,164A,1,
6748,27133,164A,1,
6749,27158,164A,1,
6750,27123,164A,1,
6751,26961,164A,2,
6752,27060,164A,2,
6753,27137,164A,2,
6754,27130,164A,2,
6755,27162,164A,2,
6756,27127,164A,2,
6757,27054,164A,2,
6758,27132,164A,2,
6759,27157,164A,2,
6760,27170,164A,2,
6761,27150,164A,2,
6762,27167,164A,2,
6763,26482,164A,2,
6764,27118,164A,2,
6765,27134,164A,2,
6766,27122,164A,2,
6767,26998,164A,2,
6768,26959,164A,1,
6769,27115,164A,2,
6770,27168,164B,1,
6771,26911,164B,1,
6772,25739,164B,1,
6773,27133,164B,1,
6774,27193,164B,1,
6775,27205,164B,1,
6776,27190,164B,2,
6777,27142,164B,2,
6778,27200,164B,2,
6779,27191,164B,2,
6780,27194,164B,2,
6781,27180,164B,2,
6782,27201,164B,2,
6783,27162,164B,2,
6784,27187,164B,2,
6785,27158,164B,2,
6786,27137,164B,2,
6787,27203,164B,2,
6788,26920,164B,2,
6789,27179,164B,2,
6790,25791,164B,2,
6791,27171,164B,2,
6792,27054,164B,2,
6793,27077,164B,2,
6794,27222,165A,1,
6795,26911,165A,2,
6796,27208,165A,2,
6797,27220,165A,2,
6798,27205,165A,2,
6799,27200,165A,2,
6800,27180,165A,2,
6801,27142,165A,2,
6802,27162,165A,2,
6803,27203,165A,2,
6804,27077,165A,2,
6805,27190,165A,2,
6806,27179,165A,2,
6807,27133,165A,2,
6808,27192,165A,2,
6809,27193,165A,2,
6810,27038,165A,2,
6811,27267,165B,1,
6812,27260,165B,1,
6813,27276,165B,2,
6814,26911,165B,2,
6816,27220,165B,2,
6817,27268,165B,2,
6818,27235,165B,2,
6819,27230,165B,2,
6820,27212,165B,1,
6821,26218,166A,1,
6822,27027,166A,1,
6823,26851,166A,1,
6824,27026,166A,1,
6826,27312,166A,1,
6827,27301,166A,1,
6828,27307,166A,1,
6830,27279,166A,1,
6831,26723,166A,1,
6832,26795,166A,1,
6833,26761,166A,2,
6834,27310,166A,2,
6835,27281,166A,2,
6836,27220,166A,2,
6837,27293,166A,2,
6838,27289,166A,2,
6839,27314,166A,2,
6840,27238,166A,2,
6841,26746,166A,1,
6843,26970,166A,1,
6844,26579,166A,2,
6845,27224,166A,2,
6846,26567,166A,1,
6847,26633,166A,1,
6848,27316,166A,1,
6849,27349,166B,1,
6850,27355,166B,1,
6851,26633,166B,2,
6853,27337,166B,2,
6854,27281,166B,2,
6855,26851,166B,2,
6856,27348,166B,2,
6857,26970,166B,2,
6858,27288,166B,2,
6859,27326,166B,2,
6860,27027,166B,2,
6861,27133,166B,2,
6862,26879,166B,1,
6864,26923,166B,2,
6865,27057,167A,1,
6866,27384,167A,1,
6867,27360,167A,1,
6868,27413,167A,1,
6869,27396,167A,1,
6870,27405,167A,1,
6871,27316,167A,2,
6872,27387,167A,2,
6873,27401,167A,2,
6874,27331,167A,2,
6875,27385,167A,2,
6876,27408,167A,2,
6877,27377,167A,2,
6878,27412,167A,2,
6879,27349,167A,2,
6880,27271,167A,2,
6881,27389,167A,2,
6882,27404,167A,2,
6884,27495,167B,1,
6886,27513,167B,1,
6888,27487,167B,1,
6889,27475,167B,1,
6890,27057,167B,1,
6891,27489,167B,1,
6892,27481,167B,2,
6893,27455,167B,2,
6894,27439,167B,2,
6895,27430,167B,2,
6896,27401,167B,2,
6897,26418,167B,2,
6898,27438,167B,2,
6899,27494,167B,2,
6900,27450,167B,2,
6901,27486,167B,2,
6902,27394,167B,2,
6903,27476,167B,2,
6904,27418,167B,2,
6905,27461,167B,2,
6906,27488,167B,2,
6907,27422,167B,2,
6908,27468,167B,2,
6909,27349,167B,2,
6910,27432,167B,2,
6911,27460,167B,2,
6912,27477,167B,2,
6913,27051,167B,2,
6914,26079,167B,2,
6922,27057,168A,1,
6923,27509,168A,1,
6924,27473,168A,2,
6925,27534,168A,2,
6926,27438,168A,2,
6927,27532,168A,2,
6928,27500,168A,2,
6929,27455,168A,2,
6930,27489,168A,2,
6931,27504,168A,2,
6932,27439,168A,2,
6933,26418,168A,2,
6934,27499,168A,2,
6935,27536,168B,1,
6936,27598,168B,1,
6937,27524,168B,1,
6938,27544,168B,1,
6939,27610,168B,1,
6940,27543,168B,1,
6941,27571,168B,1,
6942,27556,168B,2,
6943,27603,168B,2,
6944,27561,168B,2,
6945,27579,168B,2,
6946,27547,168B,2,
6947,27554,168B,2,
6948,27606,168B,2,
6949,27494,168B,2,
6950,27535,168B,2,
6951,27551,168B,2,
6952,27299,168B,1,
6953,27520,168B,2,
6954,27562,168B,1,
6955,27646,169A,1,
6956,27632,169A,1,
6957,27633,169A,1,
6959,27679,169A,1,
6960,27664,169A,1,
6961,27635,169A,1,
6962,27668,169A,1,
6963,27521,169A,1,
6964,27636,169A,2,
6965,27654,169A,2,
6966,27631,169A,2,
6967,27677,169A,2,
6968,27682,169A,2,
6969,27642,169A,2,
6970,27598,169A,2,
6971,27628,169A,2,
6972,27667,169A,2,
6973,27562,169A,2,
6974,27669,169A,2,
6975,27556,169A,2,
6976,27622,169A,2,
6977,27535,169A,2,
6978,27544,169A,2,
6979,27623,169A,2,
6980,27634,169A,2,
6981,27571,169A,2,
6982,27507,169A,1,
6983,27403,169A,1,
6984,27724,169B,1,
6985,27138,169B,1,
6986,27675,169B,1,
6987,27674,169B,1,
6988,27704,169B,1,
6989,27689,169B,1,
6990,27706,169B,1,
6991,27705,169B,1,
6992,27733,169B,2,
6993,27710,169B,2,
6994,27507,169B,2,
6995,27633,169B,2,
6998,27642,169B,2,
6999,27442,169B,2,
7000,26723,169B,2,
7001,27688,169B,2,
7002,27702,169B,2,
7003,27635,169B,2,
7004,27622,169B,2,
7005,27571,169B,2,
7006,27388,169B,1,
7007,27679,169B,2,
7008,27193,169B,2,
7009,27760,170A,1,
7010,27717,170A,1,
7011,27740,170A,1,
7012,27403,170A,1,
7013,27507,170A,2,
7014,27706,170A,2,
7015,27712,170A,2,
7016,27735,170A,2,
7017,27783,170A,2,
7018,27744,170A,2,
7019,26795,170A,2,
7020,27622,170A,2,
7021,27739,170A,2,
7022,27571,170A,2,
7023,27759,170A,2,
7024,27746,170A,2,
7025,27388,170A,2,
7026,27736,170A,2,
7027,27193,170A,2,
7028,27646,170A,1,
7029,27316,170A,2,
7030,27679,170A,2,
7031,27866,170B,1,
7032,27781,170B,1,
7033,27689,170B,1,
7034,27824,170B,1,
7036,27704,170B,2,
7037,27740,170B,2,
7038,27665,170B,2,
7039,27802,170B,2,
7040,27777,170B,2,
7041,27717,170B,2,
7042,26940,170B,2,
7043,27646,170B,2,
7044,27507,170B,2,
7045,27752,170B,2,
7046,27744,170B,2,
7047,27857,170B,2,
7048,27804,170B,2,
7049,27842,170B,2,
7050,27768,170B,2,
7051,27745,170B,1,
7052,27756,170B,1,
7053,27834,170B,1,
7054,27757,170B,1,
7055,28003,171A,1,
7056,28025,171A,1,
7057,27947,171A,1,
7058,27917,171A,1,
7059,27861,171A,1,
7060,27885,171A,1,
7061,27951,171A,1,
7062,27905,171A,1,
7063,27914,171A,1,
7064,27903,171A,1,
7065,27884,171A,1,
7066,27598,171A,2,
7067,28004,171A,2,
7068,27918,171A,2,
7069,27834,171A,2,
7070,27890,171A,2,
7071,27879,171A,2,
7072,27933,171A,2,
7074,27959,171A,2,
7075,27979,171A,2,
7076,27908,171A,2,
7077,27907,171A,2,
7078,28016,171A,2,
7079,27888,171A,2,
7080,27922,171A,2,
7081,27944,171A,2,
7082,27665,171A,2,
7083,27962,171A,2,
7084,27970,171A,2,
7085,27982,171A,2,
7086,27799,171A,2,
7087,27854,171A,2,
7088,27729,171A,2,
7089,27880,171A,2,
7090,27889,171A,2,
7091,27948,171A,2,
7092,27685,171A,1,
7093,27785,171A,1,
7094,27871,171A,1,
7095,27654,171A,2,
7096,27898,171A,2,
7097,27223,171B,1,
7098,26950,171B,1,
7099,28047,171B,1,
7100,28027,171B,1,
7101,28081,171B,1,
7102,27914,171B,1,
7103,28127,171B,1,
7104,28099,171B,2,
7105,28202,171B,2,
7106,27834,171B,2,
7107,27729,171B,2,
7108,27884,171B,2,
7109,28121,171B,2,
7110,28054,171B,2,
7111,28072,171B,2,
7112,28113,171B,2,
7113,28111,171B,2,
7114,28118,171B,2,
7115,28093,171B,2,
7116,28029,171B,2,
7117,28024,171B,2,
7118,27953,171B,2,
7119,28168,171B,2,
7120,27993,171B,2,
7121,27908,171B,2,
7122,28068,171B,2,
7123,28203,171B,2,
7124,27598,171B,2,
7125,28057,171B,2,
7126,28064,171B,2,
7127,28073,171B,2,
7128,28161,171B,2,
7129,28097,171B,2,
7130,28090,171B,2,
7131,27681,171B,1,
7132,27815,171B,1,
7133,28069,171B,1,
7134,28105,171B,1,
7135,28076,171B,1,
7136,27885,171B,1,
7137,28051,171B,2,
7138,28197,171B,2,
7139,28008,171B,2,
7140,27970,171B,2,
7141,27684,171B,1,
7142,27812,172A,1,
7144,28291,172A,1,
7145,28292,172A,1,
7146,27684,172A,1,
7147,28146,172A,1,
7148,28058,172A,2,
7149,28024,172A,2,
7150,27729,172A,2,
7151,28127,172A,2,
7152,27223,172A,2,
7153,28225,172A,2,
7154,28181,172A,2,
7155,28232,172A,2,
7156,28206,172A,2,
7157,28207,172A,2,
7158,27884,172A,2,
7159,28182,172A,2,
7160,27834,172A,2,
7161,28249,172A,2,
7162,27815,172A,2,
7163,28047,172A,2,
7164,28290,172A,2,
7165,28288,172A,2,
7166,28187,172A,2,
7167,28275,172A,2,
7168,28251,172A,2,
7169,28247,172A,2,
7170,28244,172A,2,
7171,28216,172A,2,
7172,28204,172A,2,
7173,28113,172A,2,
7174,28051,172A,2,
7175,28289,172A,2,
7176,27914,172A,2,
7177,28243,172A,2,
7178,28281,172A,2,
7179,27993,172A,2,
7180,28111,172A,2,
7181,27341,172A,1,
7182,27818,172A,1,
7183,28238,172A,1,
7184,28205,172A,1,
7185,28093,172A,2,
7186,28266,172A,1,
7187,28257,172A,2,
7188,28191,172A,2,
7189,28261,172A,2,
7190,28146,172B,1,
7191,28291,172B,1,
7192,28302,172B,1,
7193,27223,172B,2,
7194,28225,172B,2,
7195,27834,172B,2,
7196,27684,172B,2,
7197,28318,172B,2,
7198,28308,172B,2,
7199,27812,172B,2,
7200,28127,172B,2,
7201,28314,172B,2,
7202,28290,172B,2,
7203,28337,172B,2,
7204,28323,172B,2,
7205,28204,172B,2,
7206,28305,172B,2,
7207,28282,172B,2,
7208,28340,172B,1,
7209,28322,172B,1,
7210,28297,172B,1,
7211,28289,172B,2,
7212,28243,172B,2,
7213,28182,172B,2,
7214,28099,172B,2,
7215,28317,172B,1,
7216,27697,172B,1,
7217,27815,172B,2,
7218,27793,173A,1,
7219,28291,173A,1,
7220,28292,173A,1,
7221,28096,173A,1,
7222,28366,173A,1,
7223,28378,173A,1,
7224,28359,173A,1,
7225,28312,173A,2,
7226,28243,173A,2,
7227,28302,173A,2,
7228,28351,173A,2,
7229,28392,173A,2,
7230,28383,173A,2,
7231,28384,173A,2,
7232,28379,173A,2,
7233,28373,173A,2,
7234,28374,173A,2,
7235,28290,173A,2,
7236,28317,173A,2,
7237,28349,173A,2,
7238,28362,173A,2,
7239,28340,173A,1,
7240,28387,173A,1,
7241,28372,173A,1,
7242,28357,173A,1,
7243,28371,173A,1,
7244,25384,173A,1,
7245,28335,173A,1,
7246,27808,173B,1,
7247,27796,173B,1,
7248,28405,173B,1,
7249,28397,173B,1,
7250,28445,173B,1,
7251,28345,173B,1,
7252,27793,173B,1,
7253,28455,173B,1,
7254,28410,173B,1,
7255,28439,173B,2,
7256,28378,173B,2,
7257,28302,173B,2,
7258,28392,173B,2,
7259,28387,173B,2,
7260,28372,173B,2,
7261,28417,173B,2,
7262,28292,173B,2,
7263,28333,173B,2,
7264,28380,173B,2,
7265,28414,173B,2,
7266,28454,173B,2,
7267,28440,173B,2,
7268,28426,173B,2,
7269,28373,173B,2,
7270,28357,173B,2,
7271,28452,173B,2,
7272,28443,173B,2,
7273,28306,173B,1,
7275,27870,173B,1,
7276,28485,174A,1,
7277,28474,174A,1,
7278,27793,174A,1,
7279,28467,174A,1,
7280,27800,174A,2,
7281,28096,174A,2,
7282,28445,174A,2,
7283,28378,174A,2,
7284,28333,174A,2,
7285,28462,174A,2,
7286,28489,174A,2,
7287,28492,174A,2,
7288,28469,174A,2,
7289,28387,174A,2,
7290,28292,174A,2,
7291,28405,174A,2,
7292,28439,174A,2,
7293,28380,174A,2,
7294,28344,174A,1,
7295,27942,174A,1,
7296,28437,174A,1,
7297,28175,174B,1,
7298,28514,174B,1,
7299,28522,174B,1,
7300,14056,174B,1,
7301,27803,174B,1,
7302,28109,174B,2,
7303,28505,174B,2,
7304,28499,174B,2,
7305,28521,174B,2,
7306,28529,174B,2,
7307,28387,174B,2,
7308,28168,174B,2,
7309,28506,174B,2,
7310,28485,174B,2,
7311,28467,174B,1,
7312,27738,174B,1,
7313,27682,174B,2,
7314,28053,174B,1,
7315,28551,175A,1,
7317,28552,175A,2,
7318,28109,175A,2,
7319,27955,175A,2,
7320,28533,175A,2,
7321,28521,175A,2,
7322,28564,175A,2,
7323,28538,175A,2,
7324,28246,175A,1,
7325,27417,175A,1,
7327,28310,175A,1,
7328,28164,175A,1,
7329,26734,175A,1,
7330,28387,175A,2,
7331,28537,175A,1,
7332,28087,175A,1,
7333,28142,175A,1,
7334,28173,175A,2,
7335,28243,175A,2,
7336,26822,175A,1,
7337,27487,175A,1,
7338,28340,175A,2,
7339,27699,175A,1,
7340,28166,175A,1,
7341,14056,175A,1,
7342,28543,175B,1,
7343,28588,175B,1,
7344,28583,175B,1,
7345,28590,175B,1,
7346,28591,175B,1,
7347,28592,175B,1,
7348,28575,175B,2,
7350,25782,175B,2,
7351,28109,175B,2,
7352,28593,175B,2,
7353,28570,175B,2,
7354,28533,175B,2,
7355,28497,175B,2,
7356,14056,175B,2,
7357,23315,176A,1,
7358,28592,176A,1,
7359,28640,176A,1,
7360,28541,176A,2,
7361,28623,176A,2,
7362,28624,176A,2,
7363,28603,176A,2,
7364,28619,176A,2,
7365,28607,176A,2,
7366,28602,176A,2,
7367,28109,176A,2,
7368,28636,176A,2,
7369,25397,176A,1,
7370,28588,176A,1,
7371,28570,176A,2,
7372,28612,176A,2,
7373,27859,176A,1,
7374,28549,176A,2,
7375,28657,176B,1,
7376,23825,176B,1,
7377,27119,176B,1,
7378,28648,176B,1,
7379,28661,176B,1,
7380,23315,176B,1,
7381,28646,176B,2,
7382,28660,176B,2,
7383,28607,176B,2,
7384,28669,176B,2,
7385,28656,176B,2,
7386,28588,176B,2,
7387,28655,176B,2,
7388,28612,176B,2,
7389,28624,176B,2,
7390,28591,176B,2,
7392,28450,176B,1,
7393,28544,176B,1,
7394,28583,176B,1,
7404,28676,177A,1,
7405,28544,177A,1,
7406,28537,177A,1,
7408,27519,177A,1,
7409,27738,177A,1,
7410,28541,177A,2,
7411,28661,177A,2,
7412,28688,177A,2,
7413,28708,177A,2,
7414,28694,177A,2,
7415,28696,177A,2,
7416,28689,177A,2,
7417,28697,177A,2,
7418,28674,177A,2,
7419,28719,177A,2,
7420,28720,177A,1,
7421,28699,177A,1,
7422,28700,177A,1,
7423,28754,177B,1,
7424,27519,177B,1,
7425,28768,177B,2,
7426,28729,177B,2,
7427,28537,177B,2,
7428,28690,177B,2,
7429,28765,177B,2,
7430,28724,177B,2,
7431,28721,177B,2,
7432,28725,177B,2,
7433,28790,177B,2,
7434,28720,177B,2,
7435,28719,177B,2,
7436,28753,177B,2,
7437,28781,177B,2,
7438,28760,177B,2,
7439,28784,177B,2,
7440,28776,177B,2,
7441,28786,177B,2,
7442,28782,177B,2,
7443,28746,177B,2,
7444,28791,177B,2,
7445,28767,177B,2,
7446,28762,177B,1,
7447,28757,177B,1,
7448,27738,177B,2,
7449,28648,177B,1,
7450,28656,177B,2,
7451,28813,178A,1,
7452,28805,178A,1,
7453,28817,178A,1,
7455,28606,178A,2,
7456,28815,178A,2,
7458,28537,178A,2,
7459,28824,178A,2,
7460,28721,178A,2,
7461,28808,178A,2,
7462,28746,178A,2,
7463,28798,178A,2,
7464,28791,178A,2,
7465,28404,178A,2,
7466,28809,178A,1,
7467,28822,178A,1,
7468,28827,178A,1,
7469,28810,178A,1,
7470,28826,178A,1,
7471,28545,178A,1,
7472,28724,178A,2,
7473,28720,178A,2,
7474,28884,178B,1,
7476,28124,178B,1,
